EQName,Strain Category,Max Vs30,Vs at 30m,Max Vs50,Vs at 50,Max Vs100,Z1,Z2.5,PGV1,Magnitude,Depth2,Rrup1,Vs10,Vs30,Vs50,Vs100,VsMean,VsMin,VsMax,VsZhole,PGA (g),kappa surface
AOMH130506270046NS1,1,210,210,330,330,370,300,1800,0.00007375,4.2,53,81.975,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006668944,0.065675
AOMH130607060208NS1,1,210,210,330,330,370,300,1800,0.00016938,5.3,41,101.09,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.014724702,0.070771
AOMH130607111547NS1,1,210,210,330,330,370,300,1800,0.00007321,4.4,50,107.885,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.007092126,0.056836
AOMH130611060657NS1,1,210,210,330,330,370,300,1800,0.00022884,4.3,53,96.075,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.023740013,0.071221
AOMH130705160521NS1,1,210,210,330,330,370,300,1800,0.00006759,4.3,41,121.06,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006823941,0.071207
AOMH130712231853NS1,1,210,210,330,330,370,300,1800,0.00004956,4.8,47,128.72,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006478257,0.064433
AOMH130804291426NS1,1,210,210,330,330,370,300,1800,0.00032948,5.8,53,124.01,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.013106412,0.062422
AOMH130805312328NS1,1,210,210,330,330,370,300,1800,0.00009189,5,35,124.945,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.004657044,0.080087
AOMH130808090053NS1,1,210,210,330,330,370,300,1800,0.00014316,5.4,47,104.095,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.010269562,0.059325
AOMH130808161720NS1,1,210,210,330,330,370,300,1800,0.00006819,4.2,80,81.125,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006650589,0.049895
AOMH130904252254NS1,1,210,210,330,330,370,300,1800,0.00016598,4.9,47,98.05,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.013105393,0.078126
AOMH131006191901NS1,1,210,210,330,330,370,300,1800,0.00004632,4.8,32,132.995,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.004222645,0.070636
AOMH131006280603NS1,1,210,210,330,330,370,300,1800,0.00011151,5,47,132.23,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.015571067,0.05942
AOMH131007050656NS1,1,210,210,330,330,370,300,1800,0.00047592,6.3,38,143.515,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.015483371,0.082466
AOMH131009131448NS1,1,210,210,330,330,370,300,1800,0.00076333,5.8,53,123.75,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.036244793,0.070351
AOMH131010112310NS1,1,210,210,330,330,370,300,1800,0.00004213,4.3,83,104.995,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.007200216,0.064367
AOMH131103171314NS1,1,210,210,330,330,370,300,1800,0.0004904,6.1,41,98.62,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.030496653,0.060502
AOMH131105030626NS1,1,210,210,330,330,370,300,1800,0.00012045,5.1,35,126.15,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.005818501,0.084656
AOMH131105080552NS1,1,210,210,330,330,370,300,1800,0.00023406,5.7,41,101.02,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.010883431,0.070264
AOMH131106222329NS1,1,210,210,330,330,370,300,1800,0.00011678,5.6,32,137.98,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.01034706,0.074324
AOMH131108051953NS1,1,210,210,330,330,370,300,1800,0.00013563,4.9,44,106.375,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.010515314,0.06554
AOMH131108170435NS1,1,210,210,330,330,370,300,1800,0.00035275,5.4,41,103.64,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.024285561,0.068386
AOMH131110071151NS1,1,210,210,330,330,370,300,1800,0.00007783,5.3,50,135.555,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.00664855,0.059677
AOMH160105250839NS1,1,360,300,360,300,630,248.6,1460,0.00003391,4.3,32,124.05,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.010865076,0.056608
AOMH160204040842NS1,1,360,300,360,300,630,248.6,1460,0.00014229,5.6,56,144.09,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.034141119,0.065872
AOMH160210142313NS1,1,360,300,360,300,630,248.6,1460,0.00048921,6,50,130.45,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.067836621,0.057316
AOMH160301061343NS1,1,360,300,360,300,630,248.6,1460,0.000071,4.9,41,131.365,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.012605732,0.068602
AOMH160404230716NS1,1,360,300,360,300,630,248.6,1460,0.00010605,4.8,74,136.84,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.013519398,0.051309
AOMH160407040344NS1,1,360,300,360,300,630,248.6,1460,0.00007653,4.7,86,109.46,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.015318177,0.057682
AOMH160408101513NS1,1,360,300,360,300,630,248.6,1460,0.00039577,5.6,53,130.58,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.035448395,0.074363
AOMH160412051426NS1,1,360,300,360,300,630,248.6,1460,0.00004211,4.1,59,109.97,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.01562919,0.048555
AOMH160602261811NS1,1,360,300,360,300,630,248.6,1460,0.00006231,3.9,35,136.08,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.013665217,0.0548
AOMH160606171351NS1,1,360,300,360,300,630,248.6,1460,0.00003951,4.5,41,126.19,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.010525511,0.055277
AOMH160611060657NS1,1,360,300,360,300,630,248.6,1460,0.0001098,4.3,53,112.23,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.016700912,0.057897
AOMH160705160521NS1,1,360,300,360,300,630,248.6,1460,0.00003373,4.3,41,148,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.009715856,0.061813
AOMH160807241128NS1,1,360,300,360,300,630,248.6,1460,0.0001469,5.1,110,148.285,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.014362703,0.06131
AOMH160808090053NS1,1,360,300,360,300,630,248.6,1460,0.00010843,5.4,47,132.49,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.017045576,0.053019
AOMH160812191553NS1,1,360,300,360,300,630,248.6,1460,0.00004332,4.3,53,109.75,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.012656718,0.052409
AOMH160902151824NS1,1,360,300,360,300,630,248.6,1460,0.00032084,5.7,44,118.72,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.031319564,0.061732
AOMH160904252254NS1,1,360,300,360,300,630,248.6,1460,0.00012903,4.9,47,119.295,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.025185971,0.069081
AOMH161009131448NS1,1,360,300,360,300,630,248.6,1460,0.00036755,5.8,53,148.375,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.046845763,0.067677
AOMH161104011949NS1,1,360,300,360,300,630,248.6,1460,0.00014039,4.9,5,65.96,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.021367134,0.044625
AOMH161104192155NS1,1,360,300,360,300,630,248.6,1460,0.00005176,4.3,50,107.625,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.015725044,0.05049
AOMH161105030626NS1,1,360,300,360,300,630,248.6,1460,0.00019133,5.1,35,148.39,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.013048289,0.070871
AOMH161105080552NS1,1,360,300,360,300,630,248.6,1460,0.00020639,5.7,41,124.535,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.023976587,0.065958
AOMH161107311420NS1,1,360,300,360,300,630,248.6,1460,0.00003352,4.3,68,110.155,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.011598252,0.057504
AOMH161108051953NS1,1,360,300,360,300,630,248.6,1460,0.00012507,4.9,44,127.795,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.01800207,0.067715
AOMH161108170435NS1,1,360,300,360,300,630,248.6,1460,0.00017104,5.4,41,124.92,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.024301877,0.067374
AOMH161112201526NS1,1,360,300,360,300,630,248.6,1460,0.0001801,5,35,146.395,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.011657396,0.075415
AOMH170104030454NS1,1,360,300,360,300,630,74,620,0.00050548,5.5,59,75.985,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.077561655,0.043993
AOMH170108140511NS1,1,360,300,360,300,630,74,620,0.0013542,6.4,50,108.745,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.04782571,0.054061
AOMH170108241848NS1,1,360,300,360,300,630,74,620,0.00027748,5.1,50,113.96,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.025119689,0.059791
AOMH170111131645NS1,1,360,300,360,300,630,74,620,0.00004646,4.6,50,145.55,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.01128214,0.06419
AOMH170202141012NS1,1,360,300,360,300,630,74,620,0.00007198,5.4,56,140.01,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.014054749,0.052305
AOMH170203070419NS1,1,360,300,360,300,630,74,620,0.00005342,4.3,77,122.215,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.008826664,0.044416
AOMH170204040842NS1,1,360,300,360,300,630,74,620,0.00010168,5.6,56,135.745,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.016497989,0.050187
AOMH170207300119NS1,1,360,300,360,300,630,74,620,0.00012695,4.4,98,103.895,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.014952099,0.052481
AOMH170208120655NS1,1,360,300,360,300,630,74,620,0.0001486,5.1,44,130.495,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.013196148,0.062154
AOMH170210142313NS1,1,360,300,360,300,630,74,620,0.00073512,6,50,116.995,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.06047427,0.054672
AOMH170301061343NS1,1,360,300,360,300,630,74,620,0.00014675,4.9,41,116.335,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.014146523,0.05852
AOMH170312081620NS1,1,360,300,360,300,630,74,620,0.00007302,4.9,53,115.19,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.010156373,0.053647
AOMH170404230716NS1,1,360,300,360,300,630,74,620,0.00009673,4.8,74,119.91,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.014979631,0.047695
AOMH170406120205NS1,1,360,300,360,300,630,74,620,0.00013676,4.5,65,101.505,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.024016356,0.051047
AOMH170407040344NS1,1,360,300,360,300,630,74,620,0.00010213,4.7,86,104.95,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.020216894,0.04664
AOMH170507301750NS1,1,360,300,360,300,630,74,620,0.00005713,4.3,53,90.565,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.018618998,0.061436
AOMH170804291426NS1,1,360,300,360,300,630,74,620,0.00015017,5.8,53,139.18,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.026127169,0.04967
AOMH170807241128NS1,1,360,300,360,300,630,74,620,0.00019428,5.1,110,143.315,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.016012604,0.046734
AOMH170808090053NS1,1,360,300,360,300,630,74,620,0.0001423,5.4,47,118.885,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.016176778,0.04584
AOMH170902151824NS1,1,360,300,360,300,630,74,620,0.00077078,5.7,44,99.085,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.029328058,0.054673
AOMH170904252254NS1,1,360,300,360,300,630,74,620,0.00013648,4.9,47,100.115,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.02540521,0.061954
AOMH170910182313NS1,1,360,300,360,300,630,74,620,0.00004485,4.3,86,91.675,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.014866443,0.052773
AOMH171006280603NS1,1,360,300,360,300,630,74,620,0.00007647,5,47,147.31,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.020582972,0.04396
AOMH171007050656NS1,1,360,300,360,300,630,74,620,0.00045688,6.3,38,141.74,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.021264142,0.060331
AOMH171009131448NS1,1,360,300,360,300,630,74,620,0.00046043,5.8,53,138.935,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.047670713,0.050409
AOMH171103171314NS1,1,360,300,360,300,630,74,620,0.00038566,6.1,41,100.48,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.030832139,0.05318
AOMH171104011949NS1,1,360,300,360,300,630,74,620,0.00011715,4.9,5,84.945,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.018594525,0.054682
AOMH171104012058NS1,1,360,300,360,300,630,74,620,0.00046936,5.9,50,145.01,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.014630888,0.056728
AOMH171106142356NS1,1,360,300,360,300,630,74,620,0.00018183,5.2,17,149.12,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.024884135,0.057975
AOMH171106222329NS1,1,360,300,360,300,630,74,620,0.00014334,5.6,32,140.985,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.015784187,0.065723
AOMH171108051953NS1,1,360,300,360,300,630,74,620,0.00012219,4.9,44,108.425,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.017985755,0.051322
AOMH171108170435NS1,1,360,300,360,300,630,74,620,0.00023406,5.4,41,105.675,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.025396032,0.053131
CHBH100305120057NS1,1,340,340,340,340,440,1500,3940,0.00010693,5.2,50,58.655,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.017109818,0.068075
CHBH100305172333NS1,1,340,340,340,340,440,1500,3940,0.00027021,5.3,53,61.18,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.025811057,0.071738
CHBH100310151630NS1,1,340,340,340,340,440,1500,3940,0.00071168,5.1,68,74.19,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.055542922,0.063924
CHBH100503121401NS1,1,340,340,340,340,440,1500,3940,0.00005154,3.8,20,31.95,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.016126812,0.065574
CHBH100505300734NS1,1,340,340,340,340,440,1500,3940,0.00004514,4.9,56,66.59,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.006005109,0.077398
CHBH100506200115NS1,1,340,340,340,340,440,1500,3940,0.00047407,5.7,53,64.28,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.029552396,0.06807
CHBH100507231642NS1,1,340,340,340,340,440,1500,3940,0.00005242,4.2,53,68.38,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.008613543,0.071337
CHBH100512282303NS1,1,340,340,340,340,440,1500,3940,0.00003557,4.4,56,68.165,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.004374583,0.06174
CHBH100609071057NS1,1,340,340,340,340,440,1500,3940,0.00012343,4.8,68,69.21,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.012955494,0.070099
CHBH100610180753NS1,1,340,340,340,340,440,1500,3940,0.00004934,4.2,59,65.075,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.005953103,0.072946
CHBH100612040608NS1,1,340,340,340,340,440,1500,3940,0.00007135,4.7,50,64.18,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.0077631,0.069486
CHBH100703142240NS1,1,340,340,340,340,440,1500,3940,0.00008388,4.6,50,69.05,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.005439166,0.074154
CHBH100708160747NS1,1,340,340,340,340,440,1500,3940,0.00004393,4.4,35,41.5,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.006307964,0.09435
CHBH100708160820NS1,1,340,340,340,340,440,1500,3940,0.0001169,4.9,38,41.385,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.015131569,0.075543
CHBH100708160832NS1,1,340,340,340,340,440,1500,3940,0.00003982,4.4,26,42.455,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.008190361,0.079775
CHBH100710072236NS1,1,340,340,340,340,440,1500,3940,0.00012115,4.9,62,62.64,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.005667583,0.068627
CHBH100804251852NS1,1,340,340,340,340,440,1500,3940,0.00005501,5,50,64.81,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.005754259,0.061987
CHBH100810081507NS1,1,340,340,340,340,440,1500,3940,0.00010068,4.8,62,62.545,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.011338225,0.055714
CHBH100810121004NS1,1,340,340,340,340,440,1500,3940,0.00012459,4,26,31.855,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.034054443,0.0403
CHBH100901290856NS1,1,340,340,340,340,440,1500,3940,0.0000653,4.7,53,63.11,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.005522783,0.054583
CHBH100902170454NS1,1,340,340,340,340,440,1500,3940,0.00007617,4.5,20,41.95,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.011181188,0.051387
CHBH101003160730NS1,1,340,340,340,340,440,1500,3940,0.00005196,4.5,71,69.315,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.006228427,0.049912
CHBH101007230606NS1,1,340,340,340,340,440,1500,3940,0.00009934,5,35,54.145,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.016612197,0.050978
CHBH101009220532NS1,1,340,340,340,340,440,1500,3940,0.00008151,4.4,47,54.385,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.006451744,0.053632
CHBH101009270255NS1,1,340,340,340,340,440,1500,3940,0.00007024,4.6,80,69.805,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.007837539,0.049701
CHBH101010091512NS1,1,340,340,340,340,440,1500,3940,0.00004411,4.5,35,53.945,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.013220621,0.061735
CHBH101012060320NS1,1,340,340,340,340,440,1500,3940,0.00005368,4.3,65,69.11,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.003871862,0.059083
CHBH101103161252NS1,1,340,340,340,340,440,1500,3940,0.00047356,5.8,8,67.56,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.021894327,0.060041
CHBH101103162239NS1,1,340,340,340,340,440,1500,3940,0.00017276,5.2,56,64.565,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.006607761,0.083419
CHBH101104212247NS1,1,340,340,340,340,440,1500,3940,0.00006986,4.6,29,66.32,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.006544539,0.072196
CHBH101104300204NS1,1,340,340,340,340,440,1500,3940,0.00005344,4.5,17,65.185,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.011480985,0.067577
CHBH101105220706NS1,1,340,340,340,340,440,1500,3940,0.00030655,5.5,50,61.115,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.016661143,0.067001
CHBH101108050245NS1,1,340,340,340,340,440,1500,3940,0.00005922,4.2,8,63.08,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.0080476,0.054997
CHBH101112121413NS1,1,340,340,340,340,440,1500,3940,0.00007006,4.6,8,69.075,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.010929318,0.055302
CHBH120305172333NS1,1,360,360,580,580,580,850,3940,0.0000681,5.3,53,93.755,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.005105719,0.089679
CHBH120310151630NS1,1,360,360,580,580,580,850,3940,0.00028429,5.1,68,79.905,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.024245792,0.072626
CHBH120404072247NS1,1,360,360,580,580,580,850,3940,0.00004475,5.1,38,136.795,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.005188316,0.078758
CHBH120407171510NS1,1,360,360,580,580,580,850,3940,0.00026599,5.6,59,94.705,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.024028593,0.072936
CHBH120408060323NS1,1,360,360,580,580,580,850,3940,0.00013379,4.7,71,81.565,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.014124089,0.08309
CHBH120408250149NS1,1,360,360,580,580,580,850,3940,0.00018468,4.3,44,54.17,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.016913013,0.069087
CHBH120410062340NS1,1,360,360,580,580,580,850,3940,0.00023138,5.7,65,95.005,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.015978953,0.079392
CHBH120805090743NS1,1,360,360,580,580,580,850,3940,0.0000488,4.7,92,82.385,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.005148547,0.048865
CHBH120809210717NS1,1,360,360,580,580,580,850,3940,0.00003927,4.8,83,78.165,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.005078187,0.053442
CHBH120902170454NS1,1,360,360,580,580,580,850,3940,0.00027017,4.5,20,45.52,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.033724055,0.086221
CHBH121012060320NS1,1,360,360,580,580,580,850,3940,0.00004863,4.3,65,80.635,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.004919111,0.0738
CHBH121102051056NS1,1,360,360,580,580,580,850,3940,0.00011177,5.1,62,106.555,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.009905523,0.084877
CHBH121103111515NS1,1,360,360,580,580,580,850,3940,0.0031504,7.8,35,120.095,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.0463512,0.081969
CHBH121103152231NS1,1,360,360,580,580,580,850,3940,0.00068424,5.9,8,100.82,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.023829748,0.09154
CHBH121104120808NS1,1,360,360,580,580,580,850,3940,0.00056255,6.3,26,88.62,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.020240347,0.084909
CHBH121104161119NS1,1,360,360,580,580,580,850,3940,0.00020076,5.8,80,131.98,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.018203974,0.078085
CHBH121104212237NS1,1,360,360,580,580,580,850,3940,0.00024556,6.1,44,90.475,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.013172694,0.091513
CHBH121107152101NS1,1,360,360,580,580,580,850,3940,0.0001322,5.5,71,110.445,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.007138013,0.076115
CHBH121108311833NS1,1,360,360,580,580,580,850,3940,0.00007969,4.7,68,77.05,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.010657054,0.069078
CHBH121109040553NS1,1,360,360,580,580,580,850,3940,0.00005437,4.9,89,107.645,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.007577511,0.058592
CHBH121111031934NS1,1,360,360,580,580,580,850,3940,0.00006798,5.2,65,90.285,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.007124757,0.076735
CHBH121112030555NS1,1,360,360,580,580,580,850,3940,0.00019229,5.1,20,45.45,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.013837549,0.08514
CHBH121112080543NS1,1,360,360,580,580,580,850,3940,0.00003067,4.6,62,113.39,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.005581927,0.08248
EHMH080012010346NS1,1,870,870,1150,1150,1780,38,160.6,0.00005772,4.3,47,88.87,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.004960919,0.060768
EHMH080103251919NS1,1,870,870,1150,1150,1780,38,160.6,0.00006813,4.4,41,77.24,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.009122381,0.071556
EHMH080103260541NS1,1,870,870,1150,1150,1780,38,160.6,0.00021057,5.1,38,82.11,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.019464343,0.070236
EHMH080104252340NS1,1,870,870,1150,1150,1780,38,160.6,0.00013611,5.7,35,109.16,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.030450766,0.069437
EHMH080203252258NS1,1,870,870,1150,1150,1780,38,160.6,0.00018002,4.7,44,65.37,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.060270327,0.073965
EHMH080204060157NS1,1,870,870,1150,1150,1780,38,160.6,0.00007721,4.4,32,60.865,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.014202607,0.061483
EHMH080209251445NS1,1,870,870,1150,1150,1780,38,160.6,0.00002698,4.3,77,121.2,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.012705664,0.074895
EHMH080210131906NS1,1,870,870,1150,1150,1780,38,160.6,0.00014618,4.8,41,75.385,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.022005476,0.067069
EHMH080303260408NS1,1,870,870,1150,1150,1780,38,160.6,0.0000403,4.2,8,78.91,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.015359985,0.065793
EHMH080409211013NS1,1,870,870,1150,1150,1780,38,160.6,0.00002958,4.2,50,94.67,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.008328022,0.070847
EHMH080505252031NS1,1,870,870,1150,1150,1780,38,160.6,0.00006992,4.6,50,87.915,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.013208384,0.071059
EHMH080505270317NS1,1,870,870,1150,1150,1780,38,160.6,0.00005289,4.7,41,91.17,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.005920472,0.055709
EHMH080603271150NS1,1,870,870,1150,1150,1780,38,160.6,0.00013312,5.5,35,131.84,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.005483014,0.074726
EHMH080611191329NS1,1,870,870,1150,1150,1780,38,160.6,0.00006597,4.2,41,70.17,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.012336527,0.072054
