EQName,Strain Category,Max Vs30,Vs at 30m,Max Vs50,Vs at 50,Max Vs100,Z1,Z2.5,PGV1,Magnitude,Depth2,Rrup1,Vs10,Vs30,Vs50,Vs100,VsMean,VsMin,VsMax,VsZhole,PGA (g),kappa surface
KSRH031011191302EW1,1,380,380,670,670,670,400,1700,0.00029676,4.8,53,96.51,168.7056038,249.7565725,323.5745998,394.5632492,397.2469209,90,670,440,0.036282523,0.05943
KSRH040007212051EW1,1,350,350,350,350,470,357.5,580,0.00011846,4.3,86,118.95,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.015572086,0.054941
KSRH040011140057EW1,1,350,350,350,350,470,357.5,580,0.00074422,5.9,32,92.15,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.022658094,0.06723
KSRH040011141253EW1,1,350,350,350,350,470,357.5,580,0.0004397,5.5,35,91.595,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.018458903,0.074262
KSRH040011152319EW1,1,350,350,350,350,470,357.5,580,0.000251,4.6,56,76.655,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.017826679,0.051682
KSRH040104140816EW1,1,350,350,350,350,470,357.5,580,0.00027614,5.5,32,86.605,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.012849444,0.060355
KSRH040107052212EW1,1,350,350,350,350,470,357.5,580,0.0005107,5,74,80.075,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.040658125,0.056045
KSRH040208050607EW1,1,350,350,350,350,470,357.5,580,0.00031967,4,65,68.135,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.057725115,0.05829
KSRH040212011857EW1,1,350,350,350,350,470,357.5,580,0.00022469,5.4,101,130.825,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.018635314,0.05272
KSRH040304292043EW1,1,350,350,350,350,470,357.5,580,0.00008032,4.3,83,105.76,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.019140073,0.047482
KSRH040307030852EW1,1,350,350,350,350,470,357.5,580,0.00057043,5.8,26,96.725,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.011511576,0.066165
KSRH040309110432EW1,1,350,350,350,350,470,357.5,580,0.00018364,5,101,129.865,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.030279453,0.063261
KSRH040309261527EW1,1,350,350,350,350,470,357.5,580,0.00076482,5.8,26,112.405,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.021706699,0.079219
KSRH040309270538EW1,1,350,350,350,350,470,357.5,580,0.00031335,6,26,129.995,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.014435103,0.076149
KSRH040309281318EW1,1,350,350,350,350,470,357.5,580,0.00041306,5.6,41,79.58,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.024133624,0.065843
KSRH040309291650EW1,1,350,350,350,350,470,357.5,580,0.00026341,5.4,41,120.635,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.013248153,0.061
KSRH040309292327EW1,1,350,350,350,350,470,357.5,580,0.00013343,4.8,35,97.435,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.011399408,0.070705
KSRH040310080241EW1,1,350,350,350,350,470,357.5,580,0.00025489,5.1,38,89.39,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.013109472,0.075239
KSRH040310082232EW1,1,350,350,350,350,470,357.5,580,0.0002717,5.8,26,103.52,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.011983705,0.077807
KSRH040310200827EW1,1,350,350,350,350,470,357.5,580,0.00017139,4.8,89,104.91,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.0324127,0.060841
KSRH040312032311EW1,1,350,350,350,350,470,357.5,580,0.00029256,5.8,26,92.955,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.010745769,0.069259
KSRH040312221747EW1,1,350,350,350,350,470,357.5,580,0.00040401,5.6,26,99.47,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.015663861,0.071245
KSRH040312291031EW1,1,350,350,350,350,470,357.5,580,0.00065785,6.2,35,87.505,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.022087053,0.063352
KSRH040402171646EW1,1,350,350,350,350,470,357.5,580,0.00036179,5.6,41,114.12,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.019144152,0.061716
KSRH040404121415EW1,1,350,350,350,350,470,357.5,580,0.00036678,4.8,38,68.49,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.016100299,0.050472
KSRH040405062243EW1,1,350,350,350,350,470,357.5,580,0.00040202,5.5,32,95.29,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.014864403,0.07467
KSRH040406071314EW1,1,350,350,350,350,470,357.5,580,0.00011216,4.8,65,107.825,114.7540984,189.1891892,231.7880795,291.951371,374.7686174,100,470,470,0.01609622,0.054808
